L_LatVent,R_LatVent,L_thal,R_thal,L_caud,R_caud,L_put,R_put,L_pal,R_pal,L_hippo,R_hippo,L_amyg,R_amyg,L_accumb,R_accumb
3918.3,3063.3,8880.8,7722.8,3742.8,3840.7,6106.5,6339.1,1751.4,2507.1,3887.2,3915.7,1478.3,1883.5,888.1,805
4466,4377.4,7059.3,6630.5,3062.3,3482.3,4589.4,5774.1,1573.7,1512.7,4220.9,4005,1690.9,2357.3,507,623
18645.2,9836.6,9832.6,11290,4509.1,3037.9,3869.7,5260.3,2052.4,1444.9,5285.8,6357.7,1837.7,1914.3,547.9,654.3
18315.1,11392.8,5816.6,6842.7,3518.4,3347.7,4513.1,4365.4,1307,1248.7,1888.9,4013,670.6,1536,294.6,390.8
8146.7,8148.8,8130.5,6719.7,2734.6,1796.7,2381.9,2957.7,1290.4,1872.6,4003.3,3872.3,1245.7,1117.7,296.7,354.4
5629.7,7107.6,8822.8,6926.6,2865.5,2783.3,3875.4,4134,1057.8,1290,4174.6,3990.2,1307.2,1521.9,388.2,397.1
9677.6,10644.4,7308.7,6489,3833.8,3683.2,5496.4,5069.9,1245.7,1476.6,3961.7,3751.7,1530.1,1540.6,556.9,461.5
11959.1,10903.3,6614.7,7175.8,3100.7,2493.3,3425.4,4141.2,1388.6,1148.5,853.9,4161.1,317.8,1258.7,332.2,367.3
9265.2,8047.1,7976.4,7010.1,3439.8,3330.9,5564.4,4912,1292.3,1385.8,4039.8,4194.8,1447.8,1537,463.4,458.7
14305.6,12642.8,8500.7,6550.1,3848.2,3445.7,4686.4,4596.6,1659,1548.6,4150,953.7,1659.9,460.5,314.7,461.2
6513.2,4265.8,7734.2,7666.5,3956.9,3894.6,5527.4,5393.1,1403.8,1106.1,4240,4810.5,1762,1621.7,570.6,652.6
11980.5,8236.1,7206,7216.3,2890.3,2834.1,4812.5,4648.7,1077.3,1193.4,3548,3881,1333.8,1094.8,457,415.8
7736.7,7216.3,8255.8,6702.1,3237.4,3268.7,4047.4,4370.4,1149.2,1143.3,3860.3,3595.9,1255.3,1505.9,351.7,321.2
6858.8,6410.9,7340.7,6041.8,3189.1,3313.6,4341.7,4598.2,1269.9,1239.2,3792.7,3762.5,1121.4,1565.6,430.4,426.2
7762.9,7201.1,7254.8,5939.9,3214.6,3285.1,4134.1,4467.6,1129.5,1357.1,3682.1,3658.7,1230.6,1508.4,373.5,395.3
7023.7,6808.7,9154.2,8212.6,3681.6,3814.6,3892.1,5301.5,1142.9,1456.3,4298.7,4571.3,1457.4,1612.8,411.5,523.2
6557.7,6059,9010,8573,4606.6,4379.6,6725.2,5993.5,1753.7,1716.1,5437.9,5236.7,2021.7,2357.2,589.4,643.4
14189.6,9261.1,7011.3,7030.9,2617.6,1895.2,3306.7,2800.9,983.3,732,3787.8,4065.3,1300.6,1523.1,281.7,257.2
27064.4,20537.4,6403.5,7069.4,3417.7,3011.7,3781.1,4337.3,1393.8,1756.2,2203,3243.8,520.9,1120.2,291,491.1
19101.7,17645.3,8247.2,8712.3,3882.7,3100.4,3564.5,4326.8,1490,1649.5,4886.6,4398.8,1585.9,1380.8,147.7,495
24717.9,23064.6,7907.9,8114.3,3695.9,3364.1,4187,4593,1397.2,1328.4,4741.1,4397.4,1916,1413.1,206.6,448.6
19483.6,18331,7765.5,7116.3,3193.9,3504.7,4720.8,4051,1159.4,1393.6,4462,3856,1474.2,1258.1,269.2,272.4
7258.5,6114.5,8921.7,7415.9,3382.7,2657.1,4110.5,4079.6,999.2,1167.5,3488,4473.9,1534.9,2054.7,320.8,425.5
6334.8,7724.3,9041.6,8079.9,3018.4,2213.6,2349,3404.6,1991,1396.1,4433.7,4185.6,1546.6,1402.9,346.7,382.4
10151.2,8731,6315.2,7311.9,3274.4,3130.7,3527.4,4217.4,1583.7,1529.2,1387.6,3956.1,332.3,1762.6,427,443
8885.1,7468.3,5516.2,6957.4,3106.4,3190.4,3064,4341.6,1521.7,1885.6,1486.1,4136.9,215.5,1736.4,372.7,438.5
8399.6,7602.2,6385.3,5650.5,3335.3,3130,4799.9,4410.6,1175.1,1225.3,4329.4,4136,1450.8,1534.1,255.4,447.3
20662.1,27048,9526.6,5920.9,3649.4,3808.9,2344.1,4629.6,1041.5,980.8,3173.4,3717.4,1228.1,1323.3,294.5,458.1
7030.5,5245.4,6789.8,5955.7,3278,2443,3463.6,4079,1424,1187.3,1665.3,4027.7,1699.4,1314.9,187.8,343
4723.5,4765.5,7456.8,5330.3,3335.8,2771.1,4045.6,4261.5,1228.8,1282.3,2876.9,3952.1,1620.1,1259.7,226.6,343.7
4329.5,4584.2,7753.2,7287.4,3489.8,3300.8,4359.3,4174.6,1044.7,1037.8,3726.7,4119.1,1382.1,1470.2,426.5,491.3
9122,5697.9,9165.3,8342.2,4101,3441.7,5191,4492.6,1530.7,1719.7,5391.4,5499.4,1490.5,1581.3,404.7,493.7
10744.2,11358.3,6105.1,5810.9,2995.5,2895.8,3384.9,3619.7,1137.6,962.9,3659.1,3352.7,1688.5,1395.7,349.5,320.9
7903.3,14629.5,5066.7,5708.4,2956.9,2925.3,4088.8,3493.5,1309.6,1185.9,3264.7,3283.5,1459.8,1306.5,306.6,322.7
7925.9,13425.2,5636,6157.7,2894.4,2957,3913.7,3386.4,1039.8,1002.5,2850.7,3335.6,1185.4,1199.9,312.2,314.1
15241,17261.5,8336.7,6704.3,3566.6,3455.8,3800.5,3999.3,1501.1,1615.6,3801.5,4616.5,1823,1626.4,186.9,396
2425,3037.1,9373.6,7774.8,3542.9,3791.1,4890.6,4900.2,1270.5,1410.3,4303.7,4331.2,1537.1,1579.1,550.2,607.2
2130.3,3177.7,8143.1,7550.6,3718.4,3761.3,5362.7,5256.9,1371.9,1653.3,4140.2,4261.9,1521.9,1442.6,553.4,600.9
23897.3,29145.9,7752,7262.1,3542.9,2530.3,3287.2,3480.4,1421.7,1591.7,3851.9,3478.2,1235.2,1112.3,240.4,286.5
4060.4,8344.7,8235.7,6672.2,3028.6,3110.8,4400.6,4667.9,1115.6,1356.4,4112.6,4314.8,1469.5,1834.6,445.3,491.2
30608.3,29664,9010.8,7855.4,3168.1,3288,2321.1,3051.5,1733.3,1731.3,2722.7,3145,992.5,1328.8,127.2,380.2
10337.8,10181.3,8437.5,7377.6,3873.7,3747.6,5238,4864.2,1326.1,1388.3,3641.8,3695.8,1458.6,1443,365.3,445.7
6333.3,5969.3,8137.2,6890.9,3626.6,3363.7,5326.2,4732.5,1298.5,1398.7,4367.7,4378.8,1593,1498.3,377.6,342.2
4710.1,4147,7228.1,6307.7,3598.6,3025.4,3386.1,3929.1,NA,1849.4,4316.5,4640.9,1409.7,1543.1,207.6,401.5
4919.2,5584.5,10092.5,7571.6,4018.9,3843.9,4363.7,5022.4,1490.4,1735.3,4314.8,4319.2,1591.1,1924.9,423.6,440.1
3229.4,3513.9,7954.5,7210.9,2557.4,2671,5306.5,4867.4,1163.7,1418.2,3877.2,4067,1810.1,1556,524.5,503.3
14523.2,14496.3,9447.7,8379.9,4382.4,4151.3,5237.9,5150.7,1386.9,1726.9,3819.5,3872.8,1735.8,1492,287.8,584.2
4314.7,5497.2,10548.6,9225.5,3970.1,3868.2,4510.5,4934,1342.6,1124.2,4261.7,4466.4,1611.3,1153.9,376.8,692.2
10530.9,9466.9,7876.9,6915,3922.6,3446.8,4782.4,4006.1,1343.1,1314.4,4094.4,4325.2,1286.1,1374.9,260,394.1
6678.8,4373.2,8746.3,7627.5,3650.5,3395,4586.2,4692.2,1204.7,1092.2,3777.9,4138,1622.4,1230.1,288.7,497.9
4876.6,4013,8200.7,7545.5,3378,3147.7,4748.4,4481.3,1169.6,1459.4,4316.7,4434.2,1507.7,1407,437.4,429.9
8306.5,6557.2,9080,7974.5,3939.8,3723.2,5570.9,5728.6,1292.1,1641.7,3995.1,4602.2,1649.4,1890.6,426.4,560
8271.2,8576.5,7501.7,7098.8,3257.2,2930.3,4419.6,4487.1,1228.2,1221.1,4254.6,4353.6,1682.7,1598.7,354.5,334
3677.1,5448.3,8321.7,7333.9,3626.1,3175.9,4066.8,4641.6,1285.5,1404.4,3729.3,3967.9,1413.4,1385.8,361.2,448.3
11019.4,7442.1,8868.7,7058.5,3211.6,3014.1,3300.7,3805.3,949.5,1069.5,3677,3420.5,1348.5,1273.2,308.4,387.5
10949.7,5729.2,9051.9,8734.8,4281.3,3506,4684.3,5637.4,1820.3,1300.6,4361.7,4796.4,1848.2,1616.9,306.6,665
8789.6,7232.6,7869.3,7618.7,4083.7,3859.8,6378.5,5556.7,1723.9,1552.2,4459.8,4542.3,1578.4,1417.4,424.2,579.2
6396.7,4453.2,8777.4,7826.8,4203.6,3931.9,6139.3,5567.4,1389.8,1450.2,4907.5,5185.2,2155.1,2195.1,649.1,798.2
11877.5,6371.7,9767.6,8929.7,4256.8,4187.2,5934,5832.8,1426.7,1759.1,4681.1,5327.8,2023.1,1876.4,437.2,540.6
8161.6,4296.6,9164.6,7742.2,3984.6,3475.3,5025,4697.4,1315.6,1441.3,4117.5,4851.9,1686.7,1765,408.4,503.8
14835,12381.1,7383.8,6452.5,3508.6,3663.6,4367.3,4454.9,1135.6,1300.5,4676.2,4985.7,1607.4,1615.5,381.5,470.6
11734.3,6084.7,10054,9390.5,4129.5,4012,5922.4,5842.1,1615.1,1748,4873.5,5226.7,1912.4,1928.4,438.8,607.9
15948.4,10860.1,10353,8837.3,3686.4,3684.4,5175.9,5200.6,1244.9,1426.7,4303.7,4773.3,1774.2,1673.8,308,417.1
7086.7,7023.6,9607.3,7919.1,3584.6,3723.9,6140.8,6327.8,1207.3,1680.8,4889.6,5048.1,1729.8,1867.8,602.6,634.7
7351.5,7307.1,7406.5,6886,3529.8,3242.9,4983.7,4349.9,1290.6,1432.1,3331.8,3574.8,1370.1,1206.8,490.4,448.4
10963.5,10370.5,9015,8073.6,4561.4,4480.2,5500.1,5588,1678.2,1802.5,4841.7,5018.4,1935,1995.4,512.4,562.8
10059.7,9989.9,9037.5,7615.7,3835.2,3737.7,5153,5002.4,1359.3,1586,3581.2,3984,1566,1338.2,418.9,506.5
7673.6,5924,9306.7,7759.8,3945.7,3848.5,5634.6,5530.5,1324.3,1655,4543.4,4783.9,1707.4,1761.4,520.6,710.2
10288.9,10240.2,8962.5,7695.5,3793.5,3804.7,4926.7,5047.9,1452.9,1696.5,3854.2,4035.4,1493.7,1564.8,366,507.7
10597.9,10153.4,8709.3,8162.2,4319.5,4192,5133.9,5474.4,1593.8,1544.8,4851.7,4957.6,1545.6,1578.4,532.4,546.6
11723.2,6436.6,10189.4,NA,4133,3629.5,4333.2,5522.6,1455.7,1255.6,5060.5,5477.4,1765.1,1710.5,277.4,542.6
7565.7,5719.7,9837.4,8003.2,3915,3764.7,5371.6,5538.6,1322.1,1573.5,4442.6,4469.3,1793.4,2050.3,457.5,714.4
11169.2,5938.9,9044.4,8515.3,3972.7,3283.5,5101.4,5701.4,1569.5,1363.6,4225.6,4854.6,1868.2,1768.5,247.1,631.6
3643.7,2881.9,7503.4,7932.6,4399.7,4366.8,6856,6576.1,1646.8,1548.5,4355.1,4947.2,2031.5,1968.9,NA,815.6
5163.4,5365.2,9027.3,7446.5,3572,3603.1,5297.1,5551.6,1195.1,1488.6,4799.3,4599.7,1850.5,1758.8,564.2,625.1
12051.2,9032.1,10191.4,8854.9,4162.7,3821.2,5874.4,5889,1698.9,1523.7,4584.9,4683.7,1402.7,1451.7,435.9,458.1
4936.6,5617,9067.8,7464.8,3825,3880.2,5653.5,5591.6,1116.6,1670.9,4843.5,4808.3,2032.4,2073.5,543,618.4
5702.8,5278.1,7959.3,7466.9,4304.1,4286.8,6499.3,5841.4,1329,1538,4107.1,4250,1739.6,1646.4,566,578.1
11022.1,NA,8981.3,7346.8,3674.8,3543.8,4227.2,4221.2,1120,1378.7,4170.2,4219.8,1488.3,1511.8,560.8,482.1
6034.4,3814.5,7138.7,6885.9,3244.3,2984.2,5634.7,5036.3,1340.8,1244.3,4120.2,4228.3,1696.4,1585.7,584.4,578.6
5993.6,5211.5,9755.7,8882.1,4035.7,3945.8,6936.7,6515.9,1805,1871.5,4439.7,4759.3,2015.1,1996.3,743.5,609.5
9259.2,9514.9,7965.6,7434.1,3747,3751.6,5763.1,4935.2,1617.1,1475.1,4729.1,5129,1854,1894.9,405.1,453.8
5771.6,6294.7,8635.1,7004.8,3304.1,3596.2,5428,5503.4,960.9,1568.7,4201.6,4265.7,1870.2,1860.9,648.8,707.9
4065.9,3973.2,8642.5,7341.9,4008.1,3775.2,6171.1,5946.1,1344.5,1511.9,4248.5,4145.3,1836.3,1667.9,669.4,596.8
5958.8,6462.8,8754.1,7077.4,3669.4,3661.3,4849.4,4738.1,1093.4,1407.1,4526.3,4494,1437.6,1696.9,530.6,493.4
2314.3,1780.3,7437.1,6767.6,3057.4,3146.9,4553.3,4865.5,1168,1268.5,4023.9,4095.9,1564.4,1584.5,511.9,542.6
5757.8,4864.8,8719.6,8020,3345.1,3253.1,5521.6,5321.6,1521.1,1390.5,4448.7,4742,1580.1,1732.3,383.3,532
14496.9,NA,9151,7866,4216.3,4301.8,6417.9,5831.1,1689.3,1825,4808.8,4482.1,2134.7,1916.2,542.8,386
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4765.6,5090.9,8323.7,7679.7,3645.9,4009.2,6941.8,6834.7,1327.4,1587.7,4765.5,4909.1,1881.3,2139.4,735.4,737.3
11200.1,5509.4,9854.8,8716.9,4165.5,4277.4,6461,6125.1,1453.3,1858.9,4633.5,5294.8,1864.5,1967.1,603.9,681
8688.2,5753.2,8997.7,7424.7,4203.3,3238.3,3739.3,4073,1324.2,1695.4,4449.1,3941.6,1436.9,1410.3,191.4,435.3
8908.1,6378.1,8938.2,8726.3,3994.3,3661,5130.4,4897.3,1523.7,1577.5,4310.6,4534,1359.5,1373.5,332.8,371
8882.4,6150,9573.5,8078.6,4095.9,3841.4,5066.3,4892.5,1392.2,1696.7,4210.9,4660.6,1406.4,1574.9,288.8,393.4
12125.3,9332,9133.2,8514.2,4509.3,4714.8,5458.5,5605.8,1603.1,1753.4,4362.9,4606.3,1957,1884.9,503.9,512.2
9408.5,3659.1,6807,6103.9,3046.5,2735.1,4821.4,4384,1166.1,1391.6,3534.3,4152,1529.3,1523,383.4,421.5
2694,1838.8,8246.8,7592.4,3135.2,2823.1,4357,4452.1,1315.5,1141.1,4418.4,4280,1785.6,1638.2,488.4,469.1
4049.8,4563.2,10504.9,8471.5,3513.8,2942.3,4323,4386.7,1060,1326,4235.1,4296.7,1575.3,1616.3,343.6,425.8
4220.9,4316.2,9141.8,7655.1,4334.1,4351.1,5133,5503.1,1318.8,1408.9,5111.4,5097.6,2124.5,2034.3,643.3,654.5
5311.9,4336.2,7048.1,5811.1,2929.5,2946.5,3833,4376.6,1163.1,1283.2,4174.7,4120.3,1778.1,1578.7,623.9,644.1
3002.4,2975,10569,8853.1,4861.6,4593.1,6681,6317.4,1313.9,1819.4,4616.7,4811.4,1822.2,1985.6,575.5,589.7
3800.9,3097.2,7730.7,7248.9,3160.3,3367,4826.3,4699,1533.1,1368.4,4567.1,4738.8,1662.9,1506.1,532.9,525.9
3271.3,6142.3,9505.2,8508,4063.7,4760.8,6802.3,6544.3,1612.2,1996.9,4818.5,5028.1,2225.2,1918.6,723.7,760.5
3991.3,4051.3,7866.7,7421.6,3864,3927.1,5739.7,5579,1374.3,1313.7,3987.6,4162.4,1407.3,1665.9,697.2,608
7697,4646.5,7850.6,7464.5,4315.7,4473.7,6221.8,5274,1599.5,1623.4,4284.2,5032.6,1842.8,1802,530.1,579.3
8509.2,9357.3,7171.7,6982.7,3994,3859.9,5025,4624.1,1436.6,1544.1,4384,4234.2,1514.8,1645.8,543.3,625.9
4573.9,4147,8872,7855.8,3521.8,3151.1,3254.9,3869.3,964.5,981.1,3965.8,4168.1,1601.4,1478.6,185.1,408
7148,4635,6866.2,6457.4,3243.6,3022.7,4366.4,4127.2,1073.4,1192.4,3551.4,4006.3,1404.5,1380.7,455.8,548
11426,6580.7,9767.8,9351.8,4199.3,3902.4,5837.3,5491.9,1338.5,1572.6,4591.4,5079.1,1891.8,1818.8,396.2,511
10733.1,9976.3,9934.6,8007.4,4609.8,4515.5,5953.5,6010,1370,1761.3,4774.9,5147.1,1791.8,1871.8,392.8,613
6149.8,7327.2,8141,6501.7,2752.5,2619.8,NA,NA,1499.8,1775,4552.2,4003.8,2023.1,1540,210.7,394.7
5689.2,5200.5,7062.4,6644.6,3423,3569.8,5614.5,5397.6,1147.4,1358,4185.2,4170.6,1567.7,1920.2,577.9,585.4
4977.1,4310.1,8096.1,7493.1,3550.4,3637,6274,5649.8,1322.3,1518.5,4694.3,4870.9,2047.4,1937.6,800.8,821.2
7022.9,6926.2,6694.8,6387.5,3501.8,3511.1,5592.6,4939.6,1496,1518.6,4526.4,4577.9,1582,1404,555.9,604.1
5825.1,4966.1,7611.7,6881.1,3313.3,3245.2,5004.8,4824.7,1230.5,1482.1,4019.2,4035.6,1563.8,1580.5,487.8,448.6
3194.7,2813.3,7478.8,6743.1,3244.6,3637.8,5358.9,5624.9,1197.7,1369.3,4728,4826.9,1911.6,1950.2,519.2,680
3545.8,3070.4,9180.9,8116.7,2906.8,2824.6,4911.4,4460.2,1238.3,1075.9,3600.4,4828.4,1645,1622,565.9,435.6
4027.9,2079.9,8272.4,7089.6,3842.3,3486.5,5413.6,4924.4,1106.9,1421.6,4310.5,4259.1,1673.1,1756.5,760.9,711.6
5489.7,4578.8,9148.9,8437,3843.5,3453.7,4971.2,4946.2,1729.9,1590.2,4530.4,4720.4,1690.4,1627.9,398.6,549.9
4436.6,3385.2,8444.1,7125.7,3134.9,2667.3,4107.4,4225.5,1028.1,1173.6,4239.6,4346.8,1458.5,1358,390.2,464.6
2333.9,3700.1,7836.9,7076.3,2928,3322.6,4800.1,4595.2,1067,1325.6,3745.7,3806,1405.9,1396.6,412.2,562.7
10799.3,10487.8,9002.3,7463.3,3778.9,3384.9,4829.7,4957.8,1709.7,1787.1,4748.2,5052.9,1364.4,1539,344.5,531.9
6019.4,4320.4,8415.4,7303.2,3015.2,2887.3,4658.5,4397.7,1469.2,1364,4013.3,3963.8,1651.5,1473.3,267.5,322.6
2598.5,4092.5,8227.4,6609.2,3206.2,3309.7,4574.5,4399.4,1100.5,1289.3,3770.8,3781.5,1486.4,1449.8,402.2,543.9
11084.6,7608.1,8357.9,6664.2,3491.2,3257.9,3597.8,4203.5,862.7,1076.7,3468.4,3690.7,1335.2,1416.5,380.6,420.4
8058.8,8829.1,7557.2,7006.1,4045.2,3907,5225.2,4655.1,1269.5,1481.3,4426.5,4225.3,1590.4,1724.4,657.3,603
2687.9,3468.5,8225.5,6720.4,3418.5,3161.6,4554.4,4604.9,1652.8,1700.1,4045.4,4070.9,1502.4,1362.5,285.2,404.9
4531.3,5944.7,9360.9,7160.7,3525.5,3414.2,4818.1,4925.6,1025.6,1348.4,4673.5,4587,1713.6,1654.4,366,490.6
NA,10553.7,9282.1,7129,3474.4,3299.8,3727.2,4717.1,1397.9,1366.4,4481.4,5242.3,1725.4,1599.8,172.3,387.4
7410.2,10150.9,9659.5,7771.4,3873.2,3840.4,4446,5148,1552.4,1560.7,4254.2,4282.1,1295.3,1415.4,280.4,422.2
9325.9,7063.5,8872.5,8220.7,4281.5,4128.5,5752.6,4561.2,1925.8,1614.3,4578.4,4797.2,1617.6,1759.1,254.4,431.4
3985.9,2203.9,9110.6,7171.5,4057.1,3015.8,5063.5,4655.3,1097.6,1457.4,4185.1,4155.7,1553.8,1421.1,536.7,533.7
6124.8,9007.1,8238.7,7441,3454,3438,5358.5,4670.9,1502.7,1759.8,4076.9,4124.1,1628.6,1517.4,479.6,590.7
8976,5609.7,7909,7121.6,3899,2772.9,3108.2,4241.1,1796.3,1448.9,4486.1,4521.2,1694.1,1561.7,90.4,409.3
6828,8822.1,8512,7800,4063.7,3828,5555,5854.7,1557,1737.7,NA,5341.2,1785.5,1910.4,482.9,598.7
4884.3,4265.1,9106.4,7843.7,3540.6,3113.7,3617.9,3692.5,861.9,NA,4070,4093.8,1591.2,1473.9,262.1,363.5
5377.1,5036,10650.2,8428.3,3816.3,3167.1,3911.1,4193.8,1003.2,1297.2,5238.7,5078,1860.3,1658.9,357.8,377.9
12049,9538.2,NA,9719,4303.7,4263.7,4468.3,4607,1465.4,1458.9,4217.3,4391.2,1987.5,1785.6,611.8,646.1
10039,11784.7,9994.1,7716.8,4149.6,3982.9,4151.7,5131.2,1423.3,1852.1,4087.8,4136.3,1624.9,1530.4,294.2,487.7
3774.9,3447.3,7955.1,6872.7,2963.6,2698.9,5438.3,5102.8,1316.6,1469.3,3914.3,3866.9,1436.8,1478.2,485.3,512.8
6470.7,6493.8,6577.1,5861.6,2596.7,2672.6,4227.4,4136.8,1218,1121.5,2411,3335.2,1258.4,1300.8,507.8,525.4
3006.5,3288.4,8428.6,NA,3395.7,2754.7,5336,5183.3,1131.6,1334.5,4028.7,2428.2,1638.9,1273.3,403.9,448
7338.2,8639.4,6048.2,5804.5,2556.8,2559.6,4076,3728,951.5,1092.9,2428,3659.2,1241.6,1524.7,411,434.1
5309.7,5888,6712.8,4412.9,3014.8,2224.7,4207.8,3488.8,1134,1016,4318.3,2366.8,1542.1,865.6,292.8,280.4
5688.1,6652.6,8495.6,7123.1,3764.7,3615.1,5972.8,5503.8,1434.6,1545.8,4211.6,3062,1736.6,2120.4,440.2,619.4
7440,6962,8286.9,7344.9,3674.8,3569,5801.6,5682.1,1595.9,1612.5,4273.5,4718.3,1687.1,1736.3,547.6,556.7
6560.6,5797.7,7766.1,6824.9,3548.6,3644.3,5585.7,4941.7,1106.9,1235.6,3880.3,3233.7,1346.4,1548,429.5,600.5
4610,3932.2,8423.6,7146.3,3651.5,3567.3,4958.4,5353.5,1511.1,1431.7,4265.9,4480.9,1750.3,1529.4,471.3,499.6
4445.5,5884.7,8531.1,6913.9,3425.8,3546.6,4373,4512.4,1094.3,1425.6,2878,4297.7,1417.1,1686.5,415.8,513.1
21802,25103.1,7683.9,6532.7,3811.1,3583,4691.7,4427.3,1225.3,1299.3,3646.6,3590.6,1035.2,1457.7,403.1,372.5
5507.1,5250.6,7206,6456.2,2771.2,2536.5,4287.5,4387.9,1397.3,1212.2,3886.1,2753.1,1276.5,1521,400.9,560
14745.1,16250.4,8040.4,5995.2,4287.5,4779.9,6124,5382.6,1744,1413,4816,3252.4,1869.5,1432.7,461,494.9
4422.7,5162.9,6980.7,5824.3,3195.8,2821.3,3983.3,4054,1304.1,1195.4,4331.2,3784.8,1686.7,1712.4,265,432
12035,16965.4,8633,7728.3,4009.6,4288.6,5172.2,5288.7,1430.7,1629.1,5198.4,3454,1801.3,1885.3,471.4,354.5
9359.7,7796.2,9087.5,7348.7,3390.9,3183.1,4525.2,5154.3,1245.5,1287.9,2881.9,4134.3,1054.8,1812,330.8,583.8
8660.7,5745.4,8806.3,7353.1,3292.5,3407.5,5080.4,4697.7,1240.9,1427.5,3733.3,4034.1,1360.4,1543.2,459.7,413.8
3287.1,2620,8078.6,6277.1,3284.9,3284.5,4813.9,4927.6,1028.2,1171.3,4254.8,2712,1605.6,1623.1,531.8,593.1
4666.6,4142.5,7569.9,6819,3329.7,3225.9,4055.8,4640.4,1184.6,1055.1,4557.2,4359.8,1609.5,1819.7,474.5,566.1
7553.2,4646.1,8349.6,8039.6,3194.9,3434.9,5813.6,5617.8,1500.9,1527.7,3191,4504.2,1503,1661.8,302.5,624.8
13322.8,12540.9,6763,6369.2,3681.7,3635.3,5073.6,4680.4,1335.4,1376.7,3224.4,3327.5,1072.4,1342.7,348.3,419.5
8620.7,8505.5,9180.6,8248.1,3369.7,3278.9,4337.1,4196.4,1367.2,1532.3,4028.2,4318.1,1313.6,1140.2,393.6,430.1
7602.5,6490.8,7896.2,7018.6,3632,3567.3,5110.7,4647,1450.9,1606.6,3019.2,3874.5,1314,1475.4,404.7,539.6
6470.3,6769.9,8575.1,7698.5,4033.8,4284.8,5565.6,5742.8,1577.9,1581.7,4850.2,5229.3,2174.3,2282.6,683.9,813.8
8785.9,7960.1,8283.8,6939.8,3793.2,3621.2,5433.6,4914.8,1303,1514.5,3739.3,4118.6,1055.3,1249.3,500.4,549.3
13518.2,9463.1,7179.3,6276.7,4606.2,4292,5815,5317.6,1595.8,1700.5,4574.5,3306.5,1988.7,1707.3,468.3,614.1
28264.3,27932.7,8250.9,7227.4,3299,3291.5,4933.2,4490.7,1129.6,1067.4,4089.1,3688.6,1709.6,1806,568.3,508.5
14883.2,14174.4,8320.9,6721.4,3718.7,3638.5,5726.9,5267.1,1275.9,1416.4,3950.4,4095.7,1646.4,1821.6,480.6,493.7
6987.3,6571.7,8776.9,7770.3,4184.6,4058.5,5760.6,5364.1,1454,1641.8,4015.9,4671.1,1614.3,1828,303.7,596.1
7158.1,8868.9,8209.4,7486.5,2882.8,3044.9,4164.8,3878.8,1134.6,1222.4,3638.1,3892.3,1422.6,1551.2,279,309.3
3713.5,2253.4,9335.7,8364.6,3669.5,3060,4533.8,4074.1,1349.8,1303.1,3571.4,3934.8,1315.7,1640.9,303.7,337.7
9687.8,9270.1,9442.1,8598.6,4170.7,4063.8,5786.6,5719.8,1435.6,1584.7,5532.7,5208.5,2331.3,1847.2,430,505.9
4992.6,2176.1,6098,5786.7,2963.8,2734.4,5041,5230.5,1185.7,1151.4,3442.9,3852.6,1778.6,2012.6,487.1,542.1
2898.1,3122,8657.3,6895.1,3973.4,3171,5850.2,5617.2,1151.1,1618.1,4473.5,4470.4,1773.6,1716.5,432.1,612.7
6081.9,5511.7,9955.8,7175.5,4564.3,4489.6,5155.8,5777.4,1092.3,1683.9,4056.4,4569.4,1782.7,1899.4,386,499.1
7785.7,7291.2,6090.6,5512.9,3018.1,3057.1,4229,3861.7,998.6,1060.8,3220.7,3295.2,1249.5,1429.1,236.3,336.4
10987.1,9704.9,8040.2,6646.2,3632.5,3483.4,5071.8,4710.2,966.1,1200.9,4042.9,4015,1546.1,1665.2,435.7,504.6
9047.7,6547.7,8515.4,8145,4042.5,3713.6,4730.4,4334.8,1313.3,967.5,2823.8,4512.3,1583.6,1876.9,341.4,560.8
9047.7,6547.7,8515.4,8145,4042.5,3713.6,4730.4,4334.8,1313.3,967.5,2823.8,4512.3,1583.6,1876.9,341.4,560.8
3327.9,3103.4,8212.9,7820,3696.4,3952.3,6831.1,6221.7,1392.4,1516.1,3137.8,5128.6,1705.7,2408.7,815,795.9
9761.8,12116.1,7762.7,6600.4,2953.3,2853.1,4990.9,5401.1,1178.9,1356.5,4163.4,4350.3,1643.9,2132.7,361.1,493.2
9341,7031.9,6104.3,6791.7,2407.6,3565.4,4374.6,4352.2,1086.9,1315.6,2536.4,4366.4,1092.8,1624.5,296.3,518.6
2735.9,3178.3,8844.2,7918.8,4291.7,4104,6005.6,5651.2,1409.5,1479.1,4836.3,5040.1,1615.7,1870.1,622,712.6
3369.7,3139.6,8160.3,7544.1,3704.2,3941.3,6715.6,6120.9,1501.6,1545.4,3233.4,5124.7,1728,2456.8,872.7,756
5467.4,4432.5,6365.8,6370.8,3420.1,3541.4,4943.1,5186,1277.5,1465.4,4252.3,4234.3,1909,2055.8,624,602.5
5534.9,3537.8,8757.3,7582.8,4331.9,3729.8,5518.3,5058,1206.6,1371.4,4291,4483,1709.5,1777,670.4,819.6
6081.3,6347.7,7586,6455.5,3398.2,3191.4,5355.3,4440.6,1236.3,1364.4,3722.7,3933.2,1302.3,1407,428.1,518
5684.4,7026.5,7713.9,6216.4,2952,2911.6,3978.9,4392.1,1026.9,1203,3471.6,3545,1425.9,1493.1,402.3,457.4
